overall,potential,wage_eur,age,height_cm,weight_kg,international_reputation,pace,shooting,passing,dribbling,defending,physic,contribution_type,league_name,club_name,name,attacking,skill,movement,power,mentality,goalkeeping
78.0,79.0,29000.0,28.0,178.0,76.0,2.0,66.0,61.0,70.0,75.0,77.5,73.0,1.0,German 1. Bundesliga,VfB Stuttgart,W. Endo,58.2,63.6,70.6,74.6,71.16666666666667,14.933333333333332
78.0,86.0,53000.0,23.0,185.0,76.0,1.0,94.0,76.0,67.0,80.0,21.0,67.0,1.0,English Premier League,Watford,I. Sarr,66.4,70.6,83.2,70.4,57.833333333333336,16.133333333333333
78.0,79.0,34000.0,27.0,180.0,73.0,1.0,77.0,54.0,65.0,73.0,76.5,78.0,0.0,French Ligue 1,LOSC Lille,Reinildo,64.6,61.4,73.8,67.6,65.5,15.433333333333332
78.0,85.0,29000.0,21.0,180.0,72.0,2.0,79.0,80.0,75.0,79.0,40.5,70.0,1.0,French Ligue 1,OGC Nice,A. Gouiri,74.8,76.2,77.2,74.6,69.16666666666667,14.433333333333332
78.0,82.0,59000.0,24.0,184.0,78.0,2.0,81.0,64.0,71.0,72.0,74.75,76.0,0.0,English Premier League,Leeds United,Junior Firpo,69.4,64.8,72.4,71.4,67.33333333333333,16.150000000000002
78.0,83.0,20000.0,25.0,191.0,85.0,2.0,66.0,50.9,62.8,66.4,24.475,72.9,0.0,French Ligue 1,Stade de Reims,P. Rajković,13.8,15.0,36.4,38.6,22.166666666666668,68.66666666666667
78.0,84.0,27000.0,21.0,180.0,73.0,2.0,80.0,72.0,73.0,80.0,44.5,56.0,1.0,German 1. Bundesliga,TSG Hoffenheim,C. Baumgartner,71.0,70.6,79.0,63.0,64.16666666666667,16.400000000000002
78.0,86.0,31000.0,21.0,177.0,77.0,2.0,85.0,76.0,71.0,78.0,21.5,70.0,1.0,French Ligue 1,LOSC Lille,J. David,73.6,66.6,78.4,78.2,59.833333333333336,14.066666666666668
78.0,83.0,43000.0,22.0,176.0,69.0,2.0,71.0,67.0,74.0,77.0,74.0,78.0,1.0,French Ligue 1,AS Monaco,Y. Fofana,62.6,69.2,74.0,73.4,74.5,15.033333333333333
78.0,89.0,56000.0,19.0,181.0,70.0,1.0,84.0,78.0,73.0,79.0,36.5,68.0,1.0,English Premier League,Manchester United,M. Greenwood,71.6,73.6,80.2,74.2,64.66666666666667,13.633333333333333
78.0,86.0,44000.0,21.0,174.0,63.0,2.0,73.0,58.0,72.0,81.0,72.5,69.0,0.0,French Ligue 1,Olympique Lyonnais,M. Caqueret,56.2,71.0,79.4,62.6,73.16666666666667,15.033333333333333
78.0,89.0,18000.0,18.0,176.0,70.0,2.0,72.0,68.0,76.0,83.0,52.75,59.0,1.0,German 1. Bundesliga,Bayer 04 Leverkusen,F. Wirtz,64.6,74.0,75.6,62.2,67.0,17.466666666666665
77.0,77.0,27000.0,33.0,188.0,74.0,2.0,70.8,63.5,65.2,71.6,23.5,68.5,0.0,English Premier League,Norwich City,T. Krul,18.2,19.0,48.0,47.6,34.833333333333336,69.83333333333333
77.0,77.0,27000.0,34.0,172.0,70.0,3.0,83.0,77.0,74.0,75.0,39.25,67.0,1.0,French Ligue 1,RC Strasbourg Alsace,K. Gameiro,73.4,72.6,78.8,74.2,69.83333333333333,13.566666666666668
77.0,77.0,51000.0,33.0,184.0,83.0,2.0,50.0,37.0,59.0,55.0,78.0,78.0,0.0,French Ligue 1,Olympique Lyonnais,D. Da Silva,53.0,50.8,56.8,66.2,59.0,16.8
77.0,77.0,47000.0,31.0,183.0,79.0,3.0,65.0,79.0,76.0,79.0,32.0,60.0,1.0,German 1. Bundesliga,Hertha BSC,S. Jovetić,76.4,76.4,69.8,69.8,65.83333333333333,14.5
77.0,77.0,64000.0,28.0,167.0,59.0,2.0,71.0,72.0,77.0,81.0,30.0,42.0,1.0,English Premier League,West Ham United,M. Lanzini,67.2,78.2,77.4,62.0,62.333333333333336,17.066666666666666
77.0,77.0,29000.0,34.0,189.0,82.0,2.0,72.0,65.0,73.0,68.0,73.0,80.0,0.0,German 1. Bundesliga,1. FC Union Berlin,C. Trimmel,69.4,69.2,66.6,72.4,69.5,16.25
77.0,77.0,56000.0,31.0,188.0,77.0,2.0,51.0,47.0,59.0,57.0,78.25,76.0,0.0,English Premier League,West Ham United,C. Dawson,58.2,49.2,56.6,63.8,66.33333333333333,13.633333333333333
77.0,77.0,74000.0,29.0,178.0,73.0,2.0,77.0,74.0,75.0,79.0,37.0,67.0,1.0,English Premier League,Everton,A. Townsend,68.4,77.6,77.2,67.8,68.5,18.233333333333334
77.0,79.0,20000.0,29.0,190.0,88.0,2.0,66.0,50.9,62.8,66.4,27.475,72.9,0.0,French Ligue 1,RC Strasbourg Alsace,M. Sels,20.6,23.6,43.2,47.4,32.833333333333336,69.0
77.0,78.0,16000.0,30.0,193.0,83.0,2.0,65.2,50.8,63.1,65.8,25.05,70.1,0.0,French Ligue 1,Stade Brestois 29,M. Bizot,18.4,22.4,52.2,45.8,33.166666666666664,70.16666666666667
77.0,77.0,26000.0,30.0,179.0,71.0,2.0,60.0,64.0,71.0,73.0,76.25,77.0,0.0,German 1. Bundesliga,Eintracht Frankfurt,S. Rode,64.6,65.8,68.0,73.4,72.33333333333333,15.233333333333334
77.0,77.0,54000.0,29.0,183.0,75.0,1.0,73.0,77.0,75.0,76.0,63.75,72.0,1.0,English Premier League,Southampton,S. Armstrong,70.6,75.2,72.8,76.8,70.5,17.8
77.0,77.0,48000.0,29.0,191.0,90.0,2.0,73.0,74.0,72.0,72.0,74.25,80.0,0.0,German 1. Bundesliga,Borussia Dortmund,T. Meunier,73.4,70.2,65.2,79.0,72.16666666666667,16.333333333333332
77.0,77.0,52000.0,28.0,175.0,80.0,2.0,88.0,65.0,72.0,78.0,72.5,73.0,0.0,German 1. Bundesliga,VfL Wolfsburg,J. Roussillon,66.0,71.8,82.0,71.6,69.33333333333333,16.633333333333333
77.0,79.0,34000.0,29.0,190.0,84.0,2.0,62.9,54.7,64.3,65.9,28.45,77.6,0.0,German 1. Bundesliga,Hertha BSC,A. Schwolow,14.0,18.0,47.2,47.0,23.5,68.33333333333333
77.0,80.0,37000.0,27.0,188.0,83.0,2.0,58.0,35.0,51.0,56.0,77.0,79.0,0.0,English Premier League,Newcastle United,J. Lascelles,51.0,44.6,60.2,62.6,52.166666666666664,16.916666666666668
77.0,77.0,25000.0,33.0,190.0,83.0,2.0,33.0,33.0,56.0,65.0,78.0,83.0,0.0,French Ligue 1,Stade de Reims,Y. Abdelhamid,45.6,59.6,43.4,65.6,59.333333333333336,17.233333333333334
77.0,78.0,55000.0,26.0,172.0,67.0,1.0,82.0,76.0,74.0,80.0,27.25,61.0,1.0,English Premier League,Brighton & Hove Albion,L. Trossard,72.2,75.8,82.8,72.8,61.5,15.799999999999999
77.0,77.0,52000.0,29.0,184.0,75.0,2.0,64.0,49.0,66.0,69.0,79.0,76.0,0.0,English Premier League,Brighton & Hove Albion,J. Veltman,61.2,57.0,67.4,65.6,65.16666666666667,15.133333333333333
77.0,82.0,52000.0,24.0,173.0,69.0,1.0,77.0,78.0,67.0,73.0,39.75,71.0,1.0,English Premier League,Brighton & Hove Albion,N. Maupay,72.8,64.6,78.2,69.8,67.66666666666667,16.633333333333333
77.0,79.0,65000.0,27.0,186.0,76.0,2.0,71.0,40.0,62.0,65.0,74.5,78.0,0.0,English Premier League,Leeds United,Diego Llorente,55.6,54.0,68.8,62.6,64.33333333333333,16.3
77.0,81.0,46000.0,25.0,187.0,82.0,2.0,71.0,77.0,66.0,75.0,35.75,76.0,1.0,French Ligue 1,Stade Rennais FC,S. Guirassy,71.4,70.2,69.2,74.8,66.5,16.083333333333332
77.0,78.0,59000.0,27.0,183.0,79.0,2.0,78.0,79.0,71.0,79.0,40.75,61.0,1.0,German 1. Bundesliga,VfL Wolfsburg,M. Philipp,70.0,71.0,77.6,71.0,62.833333333333336,16.150000000000002
77.0,82.0,52000.0,25.0,183.0,70.0,1.0,74.0,46.0,72.0,72.0,73.5,68.0,0.0,English Premier League,Aston Villa,M. Targett,59.0,71.2,70.6,61.6,63.333333333333336,17.633333333333333
77.0,79.0,43000.0,27.0,193.0,83.0,1.0,34.0,41.0,54.0,51.0,77.25,80.0,0.0,French Ligue 1,AS Monaco,G. Maripán,51.6,46.8,41.2,62.2,56.833333333333336,16.533333333333335
77.0,80.0,59000.0,25.0,172.0,67.0,1.0,77.0,72.0,73.0,81.0,34.5,54.0,1.0,English Premier League,West Ham United,S. Benrahma,66.4,73.6,78.0,64.0,64.5,16.816666666666666
77.0,81.0,20000.0,27.0,189.0,80.0,1.0,66.0,50.9,62.8,66.4,32.975,72.9,0.0,French Ligue 1,Montpellier Hérault SC,J. Omlin,25.0,26.0,51.4,51.0,32.0,71.5
77.0,82.0,15000.0,24.0,190.0,78.0,2.0,71.9,56.4,59.4,69.4,23.6,67.5,0.0,French Ligue 1,Angers SCO,P. Bernardoni,18.2,19.6,36.0,49.0,27.333333333333332,68.83333333333333
77.0,80.0,45000.0,25.0,192.0,90.0,2.0,58.0,47.0,63.0,59.0,77.0,78.0,0.0,English Premier League,Crystal Palace,J. Andersen,52.6,57.0,59.2,68.4,61.166666666666664,17.25
77.0,81.0,56000.0,24.0,184.0,75.0,1.0,73.0,43.0,69.0,69.0,78.25,77.0,0.0,English Premier League,Everton,M. Holgate,59.8,60.2,70.6,65.2,64.5,17.633333333333333
77.0,79.0,26000.0,26.0,185.0,73.0,2.0,58.0,69.0,69.0,73.0,75.5,73.0,0.0,German 1. Bundesliga,1. FC Köln,E. Skhiri,68.6,69.4,65.4,75.6,67.83333333333333,17.900000000000002
77.0,82.0,38000.0,25.0,177.0,73.0,1.0,83.0,77.0,71.0,83.0,43.5,65.0,1.0,English Premier League,Norwich City,M. Rashica,69.4,75.6,83.4,68.8,68.0,15.416666666666666
77.0,80.0,25000.0,24.0,184.0,77.0,2.0,79.0,64.0,77.0,76.0,74.75,79.0,0.0,German 1. Bundesliga,Eintracht Frankfurt,D. Sow,69.4,71.6,75.8,73.6,73.0,14.233333333333334
77.0,80.0,18000.0,25.0,182.0,75.0,1.0,81.0,51.0,70.0,72.0,71.25,79.0,0.0,French Ligue 1,FC Metz,F. Centonze,60.0,64.8,75.2,72.2,67.5,17.966666666666665
77.0,78.0,40000.0,27.0,174.0,70.0,1.0,86.0,72.0,74.0,79.0,52.75,63.0,1.0,English Premier League,Newcastle United,M. Almirón,67.4,73.8,80.2,65.0,69.5,16.366666666666667
77.0,83.0,24000.0,23.0,180.0,70.0,2.0,74.0,72.0,75.0,81.0,56.75,65.0,1.0,French Ligue 1,FC Nantes,L. Blas,69.0,75.2,75.8,71.4,69.66666666666667,17.900000000000002
77.0,83.0,41000.0,23.0,173.0,68.0,1.0,74.0,72.0,75.0,74.0,72.25,73.0,0.0,English Premier League,Southampton,R. Perraud,70.2,73.2,75.2,73.6,72.66666666666667,15.366666666666667
77.0,82.0,21000.0,23.0,193.0,89.0,2.0,67.0,39.0,54.0,60.0,80.25,72.0,0.0,German 1. Bundesliga,FC Augsburg,F. Uduokhai,47.2,48.4,68.6,61.2,56.5,14.816666666666668
77.0,81.0,37000.0,23.0,179.0,70.0,1.0,72.0,54.0,74.0,75.0,73.5,59.0,1.0,French Ligue 1,AS Monaco,Caio Henrique,61.8,72.6,74.4,63.2,66.83333333333333,15.583333333333334
77.0,82.0,18000.0,23.0,190.0,88.0,1.0,72.7,49.8,59.2,64.2,26.825,71.7,0.0,German 1. Bundesliga,VfB Stuttgart,F. Müller,15.2,19.0,48.8,45.0,25.666666666666668,69.83333333333333
77.0,79.0,42000.0,23.0,173.0,66.0,1.0,81.0,75.0,73.0,81.0,35.75,52.0,1.0,French Ligue 1,Olympique de Marseille,C. Ünder,70.0,75.2,79.8,65.4,57.833333333333336,15.200000000000001
77.0,84.0,19000.0,21.0,192.0,80.0,2.0,75.0,47.0,70.0,74.0,76.75,76.0,0.0,German 1. Bundesliga,Eintracht Frankfurt,E. Ndicka,57.8,63.4,66.8,68.8,66.33333333333333,14.299999999999999
77.0,84.0,56000.0,22.0,185.0,68.0,1.0,74.0,63.0,75.0,75.0,71.75,76.0,0.0,French Ligue 1,Olympique de Marseille,M. Guendouzi,64.4,74.6,73.4,72.6,72.83333333333333,16.133333333333333
77.0,82.0,47000.0,23.0,175.0,66.0,2.0,67.0,67.0,74.0,76.0,74.25,69.0,0.0,English Premier League,Aston Villa,Douglas Luiz,66.2,71.8,72.4,71.4,65.66666666666667,15.833333333333334
77.0,84.0,28000.0,22.0,187.0,68.0,2.0,76.0,68.0,75.0,80.0,32.75,59.0,1.0,French Ligue 1,OGC Nice,C. Stengs,65.0,74.2,76.0,66.2,59.166666666666664,15.0
77.0,87.0,46000.0,20.0,186.0,74.0,1.0,79.0,78.0,79.0,79.0,31.0,64.0,1.0,German 1. Bundesliga,RB Leipzig,D. Szoboszlai,73.2,83.0,73.8,76.0,62.0,15.75
77.0,81.0,42000.0,24.0,184.0,73.0,2.0,84.0,77.0,74.0,76.0,33.5,66.0,1.0,French Ligue 1,Stade Rennais FC,M. Terrier,73.0,72.0,76.8,73.0,62.833333333333336,14.700000000000001
77.0,77.0,29000.0,28.0,178.0,67.0,1.0,85.0,66.0,70.0,76.0,68.25,71.0,0.0,French Ligue 1,Racing Club de Lens,J. Clauss,66.0,67.0,80.0,71.4,64.16666666666667,18.599999999999998
77.0,85.0,34000.0,21.0,196.0,74.0,1.0,64.1,53.2,65.2,66.5,33.075,76.3,0.0,English Premier League,Leeds United,I. Meslier,18.6,22.8,42.2,41.4,32.333333333333336,69.66666666666667
77.0,83.0,27000.0,21.0,183.0,70.0,1.0,72.0,68.0,77.0,80.0,52.0,67.0,1.0,English Premier League,Burnley,D. McNeil,68.0,77.0,74.6,70.4,65.0,17.233333333333334
77.0,82.0,23000.0,23.0,187.0,79.0,2.0,79.0,43.0,75.0,75.0,71.0,69.0,1.0,German 1. Bundesliga,VfB Stuttgart,B. Sosa,59.0,70.8,74.2,62.8,62.166666666666664,13.716666666666667
77.0,87.0,18000.0,18.0,185.0,79.0,2.0,77.0,71.0,74.0,82.0,35.75,71.0,1.0,German 1. Bundesliga,Borussia Dortmund,G. Reyna,67.2,74.0,78.2,73.8,61.0,17.3
77.0,88.0,29000.0,19.0,171.0,60.0,3.0,92.0,66.0,67.0,83.0,25.0,67.0,1.0,French Ligue 1,Stade Rennais FC,J. Doku,59.6,65.4,88.4,69.2,57.666666666666664,15.966666666666667
76.0,76.0,20000.0,37.0,189.0,91.0,3.0,32.0,51.0,67.0,64.0,78.25,76.0,0.0,French Ligue 1,OGC Nice,Dante,61.0,62.8,49.0,65.6,64.5,15.549999999999999
76.0,76.0,70000.0,31.0,179.0,85.0,2.0,74.0,53.0,72.0,75.0,73.5,71.0,0.0,English Premier League,Leicester City,R. Bertrand,62.4,71.6,72.0,64.8,67.66666666666667,19.066666666666666
76.0,76.0,21000.0,33.0,193.0,84.0,2.0,35.0,33.0,54.0,48.0,77.75,73.0,0.0,French Ligue 1,Angers SCO,R. Thomas,46.0,48.0,46.2,58.8,57.5,15.816666666666668
76.0,76.0,63000.0,29.0,185.0,72.0,2.0,66.0,54.0,64.0,72.0,77.25,75.0,0.0,English Premier League,Leeds United,L. Ayling,60.2,57.2,67.0,71.8,63.166666666666664,16.483333333333334
76.0,76.0,37000.0,31.0,180.0,80.0,1.0,76.0,76.0,60.0,75.0,27.25,68.0,1.0,English Premier League,Norwich City,T. Pukki,66.8,58.2,76.8,71.0,68.16666666666667,14.916666666666666
76.0,76.0,51000.0,30.0,181.0,78.0,2.0,50.0,74.0,80.0,75.0,58.25,71.0,1.0,English Premier League,Brighton & Hove Albion,P. Groß,70.4,78.4,63.2,74.8,71.83333333333333,18.8
76.0,76.0,31000.0,29.0,194.0,87.0,2.0,71.0,57.0,72.0,68.0,76.25,75.0,0.0,German 1. Bundesliga,TSG Hoffenheim,K. Vogt,63.8,67.4,63.2,68.0,67.33333333333333,15.566666666666668
76.0,76.0,22000.0,34.0,195.0,85.0,1.0,69.7,59.4,63.9,68.2,24.05,73.0,0.0,German 1. Bundesliga,1. FC Union Berlin,A. Luthe,15.4,14.4,44.8,46.6,24.666666666666668,66.83333333333333
76.0,76.0,33000.0,30.0,176.0,82.0,2.0,69.0,79.0,76.0,77.0,37.25,67.0,1.0,French Ligue 1,AS Saint-Étienne,W. Khazri,71.6,75.8,73.0,66.0,73.16666666666667,14.1
76.0,76.0,23000.0,33.0,189.0,89.0,2.0,41.0,53.0,60.0,59.0,76.0,85.0,0.0,French Ligue 1,FC Nantes,N. Pallois,60.8,53.2,46.8,74.6,59.166666666666664,17.366666666666667
76.0,76.0,31000.0,32.0,181.0,78.0,1.0,66.0,61.0,73.0,72.0,76.0,74.0,0.0,English Premier League,Burnley,M. Lowton,68.8,67.8,67.6,73.2,68.33333333333333,14.733333333333334
76.0,78.0,21000.0,28.0,192.0,90.0,2.0,63.4,44.4,58.7,63.2,26.675,74.2,0.0,German 1. Bundesliga,1. FC Köln,T. Horn,18.0,19.6,51.2,44.8,28.166666666666668,68.16666666666667
76.0,78.0,30000.0,27.0,196.0,80.0,1.0,64.6,57.3,65.0,68.7,26.1,70.9,0.0,French Ligue 1,Stade Rennais FC,A. Gomis,17.4,19.6,54.2,46.8,32.333333333333336,69.16666666666667
76.0,76.0,25000.0,31.0,179.0,80.0,2.0,77.0,63.0,76.0,76.0,69.25,75.0,0.0,German 1. Bundesliga,Sport-Club Freiburg,J. Schmid,67.2,78.8,76.8,72.0,70.0,15.066666666666668
76.0,76.0,23000.0,29.0,188.0,83.0,2.0,71.0,58.0,65.0,64.0,78.5,75.0,0.0,German 1. Bundesliga,FC Augsburg,J. Gouweleeuw,58.8,56.6,69.2,73.0,67.66666666666667,16.55
76.0,76.0,28000.0,29.0,190.0,77.0,2.0,39.0,41.0,52.0,50.0,79.25,72.0,0.0,German 1. Bundesliga,1. FC Union Berlin,R. Knoche,49.0,47.4,52.0,59.8,55.833333333333336,17.0
76.0,76.0,19000.0,29.0,180.0,70.0,1.0,85.0,51.0,72.0,74.0,67.5,75.0,0.0,French Ligue 1,FC Metz,T. Delaine,58.4,66.6,77.4,66.6,67.33333333333333,16.966666666666665
76.0,77.0,31000.0,27.0,185.0,70.0,1.0,69.0,54.0,70.0,72.0,75.75,77.0,0.0,English Premier League,Burnley,C. Taylor,62.4,68.8,68.8,70.0,66.33333333333333,16.566666666666666
76.0,79.0,34000.0,26.0,185.0,79.0,1.0,58.0,60.0,63.0,70.0,75.75,78.0,1.0,English Premier League,Newcastle United,I. Hayden,54.4,59.4,61.2,73.4,69.83333333333333,15.933333333333332
76.0,76.0,24000.0,29.0,173.0,73.0,2.0,59.0,65.0,74.0,73.0,69.5,75.0,0.0,French Ligue 1,Montpellier Hérault SC,J. Ferri,62.6,70.0,70.0,72.4,72.0,17.066666666666666
76.0,76.0,36000.0,29.0,183.0,78.0,2.0,70.0,75.0,66.0,76.0,29.5,68.0,1.0,German 1. Bundesliga,TSG Hoffenheim,M. Dabbur,70.8,71.0,73.4,76.8,57.666666666666664,17.566666666666666
76.0,78.0,23000.0,26.0,177.0,67.0,1.0,75.0,57.0,69.0,72.0,74.0,77.0,0.0,French Ligue 1,Stade de Reims,T. Foket,62.2,68.2,73.0,75.2,66.33333333333333,16.033333333333335
76.0,77.0,23000.0,27.0,177.0,72.0,2.0,68.0,70.0,76.0,77.0,63.25,69.0,1.0,French Ligue 1,RC Strasbourg Alsace,A. Thomasson,68.8,74.6,74.0,72.4,72.0,17.033333333333335
76.0,77.0,36000.0,29.0,188.0,84.0,2.0,58.0,67.0,70.0,68.0,76.25,75.0,0.0,English Premier League,Newcastle United,F. Schär,67.8,68.4,63.0,75.2,72.0,16.233333333333334
76.0,78.0,25000.0,26.0,186.0,87.0,2.0,76.0,42.0,56.0,62.0,75.25,77.0,0.0,German 1. Bundesliga,VfB Stuttgart,M. Kempf,49.2,53.6,68.6,69.4,59.833333333333336,16.733333333333334
76.0,79.0,21000.0,26.0,182.0,81.0,2.0,71.0,42.0,66.0,69.0,75.0,81.0,0.0,French Ligue 1,RC Strasbourg Alsace,A. Djiku,56.0,60.6,69.0,69.2,64.16666666666667,14.65
76.0,80.0,46000.0,25.0,187.0,70.0,1.0,80.0,75.0,58.0,72.0,42.0,80.0,1.0,English Premier League,Brentford,I. Toney,69.6,62.2,77.8,76.8,70.83333333333333,15.416666666666666
76.0,76.0,29000.0,28.0,185.0,82.0,2.0,78.0,77.0,64.0,74.0,38.25,73.0,1.0,French Ligue 1,FC Girondins de Bordeaux,Hwang Ui Jo,70.2,67.6,74.8,76.2,64.33333333333333,15.466666666666667
76.0,79.0,37000.0,26.0,190.0,88.0,2.0,77.0,52.0,64.0,69.0,76.5,76.0,0.0,German 1. Bundesliga,Hertha BSC,N. Stark,60.4,56.6,70.6,67.4,63.333333333333336,17.416666666666668
76.0,76.0,43000.0,28.0,175.0,70.0,2.0,73.0,69.0,73.0,77.0,35.0,64.0,1.0,French Ligue 1,Stade Rennais FC,F. Tait,64.4,73.4,75.4,67.2,61.333333333333336,17.2
76.0,77.0,56000.0,26.0,188.0,90.0,1.0,73.0,78.0,70.0,76.0,29.5,69.0,1.0,English Premier League,Aston Villa,A. El Ghazi,72.6,71.6,71.4,72.2,64.33333333333333,16.966666666666665
76.0,79.0,33000.0,25.0,180.0,69.0,1.0,69.0,67.0,72.0,74.0,72.0,76.0,1.0,English Premier League,Burnley,J. Brownhill,65.4,71.2,71.2,79.0,68.5,15.1
76.0,82.0,46000.0,24.0,172.0,69.0,1.0,90.0,77.0,66.0,76.0,29.75,71.0,1.0,English Premier League,Southampton,A. Armstrong,69.0,67.6,86.8,75.6,68.5,16.75
76.0,78.0,23000.0,27.0,173.0,73.0,2.0,61.0,55.0,67.0,72.0,74.5,76.0,1.0,French Ligue 1,FC Girondins de Bordeaux,Otávio,59.2,61.6,69.6,71.2,67.83333333333333,16.033333333333335
76.0,81.0,22000.0,23.0,182.0,71.0,1.0,89.0,72.0,67.0,75.0,23.0,67.0,1.0,French Ligue 1,Montpellier Hérault SC,S. Mavididi,70.6,62.8,76.0,72.0,56.666666666666664,15.016666666666666
76.0,79.0,21000.0,25.0,190.0,85.0,2.0,77.0,39.0,60.0,66.0,74.75,78.0,0.0,German 1. Bundesliga,1. FSV Mainz 05,M. Niakhaté,56.4,53.0,68.8,62.8,60.666666666666664,13.983333333333334
76.0,77.0,30000.0,26.0,180.0,70.0,2.0,80.0,75.0,70.0,78.0,32.25,69.0,1.0,French Ligue 1,AS Saint-Étienne,D. Bouanga,71.6,72.8,76.2,72.0,66.33333333333333,16.733333333333334
76.0,81.0,46000.0,24.0,178.0,70.0,1.0,84.0,77.0,62.0,74.0,37.75,77.0,1.0,English Premier League,Southampton,C. Adams,66.8,64.6,78.6,78.6,64.83333333333333,18.416666666666668
76.0,80.0,19000.0,24.0,184.0,74.0,2.0,91.0,58.0,66.0,74.0,77.75,73.0,0.0,German 1. Bundesliga,1. FSV Mainz 05,J. St. Juste,63.0,58.4,79.6,69.2,67.16666666666667,16.8
76.0,82.0,31000.0,23.0,197.0,85.0,1.0,69.0,57.3,67.2,71.7,26.775,71.1,0.0,English Premier League,Brighton & Hove Albion,Robert Sanchéz,20.4,25.6,45.2,48.8,28.0,69.33333333333333
76.0,76.0,36000.0,28.0,186.0,70.0,1.0,67.0,72.0,77.0,76.0,67.0,74.0,1.0,English Premier League,Norwich City,P. Lees-Melou,68.0,76.6,68.0,76.0,71.33333333333333,15.9
76.0,81.0,35000.0,24.0,184.0,75.0,2.0,69.0,69.0,71.0,77.0,73.5,79.0,1.0,German 1. Bundesliga,Hertha BSC,S. Serdar,66.0,72.4,70.4,78.0,71.16666666666667,15.766666666666666
76.0,79.0,21000.0,24.0,189.0,83.0,2.0,64.0,28.0,56.0,61.0,78.5,73.0,0.0,German 1. Bundesliga,Sport-Club Freiburg,P. Lienhart,47.2,50.2,63.2,55.0,56.5,16.483333333333334
76.0,85.0,52000.0,23.0,185.0,77.0,1.0,69.0,27.0,61.0,67.0,77.5,76.0,0.0,English Premier League,Arsenal,B. White,48.2,50.2,65.4,59.4,58.0,14.966666666666667
76.0,83.0,26000.0,21.0,184.0,80.0,1.0,88.0,68.0,67.0,78.0,41.25,66.0,1.0,German 1. Bundesliga,Eintracht Frankfurt,J. Hauge,62.2,67.8,80.8,68.2,60.666666666666664,14.9
76.0,81.0,23000.0,23.0,178.0,82.0,2.0,70.0,53.0,71.0,83.0,72.5,71.0,1.0,German 1. Bundesliga,VfB Stuttgart,O. Mangala,56.8,71.0,77.2,68.2,67.5,13.200000000000001
76.0,79.0,23000.0,24.0,183.0,76.0,2.0,72.0,70.0,70.0,79.0,36.0,61.0,1.0,German 1. Bundesliga,Sport-Club Freiburg,R. Sallai,67.2,63.4,73.6,64.0,62.666666666666664,14.700000000000001
76.0,79.0,28000.0,25.0,175.0,70.0,2.0,66.0,49.0,65.0,72.0,74.75,74.0,0.0,German 1. Bundesliga,TSG Hoffenheim,D. Samassékou,54.0,59.8,73.2,67.8,70.16666666666667,15.333333333333334
76.0,83.0,39000.0,22.0,172.0,66.0,1.0,89.0,72.0,67.0,81.0,35.75,58.0,1.0,French Ligue 1,OGC Nice,J. Kluivert,65.4,69.2,84.2,66.4,61.5,14.816666666666668
76.0,80.0,26000.0,25.0,175.0,66.0,2.0,90.0,68.0,71.0,79.0,70.5,69.0,0.0,French Ligue 1,OGC Nice,Y. Atal,69.0,70.6,83.0,67.8,72.16666666666667,14.933333333333332
76.0,84.0,29000.0,20.0,194.0,75.0,2.0,62.0,39.0,63.0,58.0,76.25,76.0,0.0,French Ligue 1,AS Monaco,B. Badiashile,48.6,55.4,53.4,69.2,62.5,14.6
76.0,80.0,36000.0,25.0,188.0,76.0,2.0,60.0,45.0,60.0,61.0,75.75,77.0,0.0,French Ligue 1,Stade Rennais FC,N. Aguerd,52.8,55.0,61.6,69.4,60.666666666666664,15.9
76.0,85.0,84000.0,21.0,183.0,77.0,1.0,79.0,71.0,70.0,81.0,34.5,69.0,1.0,English Premier League,Wolverhampton Wanderers,Trincão,67.8,74.0,77.2,71.4,64.16666666666667,15.333333333333334
76.0,84.0,38000.0,22.0,191.0,85.0,1.0,67.0,36.0,51.0,55.0,76.25,79.0,0.0,English Premier League,Southampton,M. Salisu,47.6,49.8,60.8,62.8,51.666666666666664,14.25
76.0,84.0,20000.0,21.0,190.0,88.0,1.0,76.0,44.0,61.0,64.0,76.5,76.0,0.0,French Ligue 1,OGC Nice,J. Todibo,54.0,57.6,65.6,65.0,60.666666666666664,15.716666666666667
75.0,75.0,13000.0,35.0,180.0,75.0,2.0,61.4,44.5,55.6,61.5,28.375,72.6,0.0,French Ligue 1,Racing Club de Lens,J. Leca,16.0,20.0,51.0,45.6,30.0,69.83333333333333
75.0,75.0,46000.0,33.0,178.0,66.0,1.0,53.0,66.0,72.0,74.0,75.25,73.0,1.0,English Premier League,Crystal Palace,J. McArthur,66.8,68.2,65.4,67.2,76.16666666666667,15.083333333333334
75.0,75.0,22000.0,31.0,187.0,83.0,3.0,47.0,33.0,64.0,55.0,73.5,79.0,0.0,French Ligue 1,Montpellier Hérault SC,M. Sakho,49.6,51.8,53.2,61.2,61.833333333333336,15.383333333333333
75.0,75.0,50000.0,30.0,190.0,83.0,2.0,54.0,76.0,62.0,68.0,25.75,75.0,1.0,English Premier League,Crystal Palace,C. Benteke,72.2,63.4,57.4,76.8,62.833333333333336,15.299999999999999
75.0,75.0,20000.0,34.0,184.0,87.0,2.0,40.0,39.0,58.0,50.0,74.0,86.0,0.0,French Ligue 1,Angers SCO,I. Traoré,48.2,53.6,53.6,68.8,59.5,15.883333333333333
